title,type,rating,price,description,url,preparation_time,preparation_temperature,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
Хун Гунфу Лун,red,0,790,"В сухом виде: среднего размера, темно-коричневые листики, скрученные вдоль оси. Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, фруктово-древесный, с медовыми, хлебными и пряными нотками. Аромат интенсивный, фруктово-древесный. Вкус плотный, темного терпкий, сладковатый, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 6 раз. Воздействие согревающее, мягкое тонизирующее.",https://moychay.ru/catalog/krasnyj_chaj/hun-gunfu-lun,10,95,6,,40,,,80,,40,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Таньян Цзинь Му Дань Хун Ча,red,0,2310,"Красный чай «Золотой Пион из Таньян» сделан в уезде Фуань провинции Фуцзянь. Весенний урожай 2023. В сухом виде: среднего размера темно-коричневые жгутики скрученных листиков, бежевые почки. Аромат интенсивный, фруктово-ягодный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, яркий, древесно-ягодный, с медовыми, цветочными и пряными нотками. Аромат интенсивный, медово-цветочный. Вкус плотный, гладкий и сладкий, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча. Снимает нервное напряжение, согревает, стимулирует творческую активность.",https://moychay.ru/catalog/krasnyj_chaj/tanyan-tszin-mu-dan-hun-cha,10,95,6,,80,60,80,,,,,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сяо Чжун Чэнь Сян Хун Ча,red,0,1380,"В сухом виде: мелкие темно-коричневые жгутики скрученных листиков и почек. Аромат интенсивный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, древесно-ягодный, с медовыми, цветочными, бисквитными, цитрусовыми и пряными нотками. Аромат интенсивный, медово-ягодный. Вкус плотный, гладкий и сладкий, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча – многогранный, согревающий, расслабляющий.",https://moychay.ru/catalog/krasnyj_chaj/syao-chzhun-chen-syan-hun-cha,10,95,6,60,80,,80,,,,,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Таньян Улун Хун Ча,red,0,850,"В сухом виде: среднего размера темно-коричневые жгутики скрученных листиков и почек. Аромат интенсивный, фруктовый. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, древесно-ягодный, с медовыми, цветочными, хлебными и пряными нотками. Аромат интенсивный, фруктово-цветочный. Вкус плотный, гладкий и сладкий, чуть вяжущий, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 8-10 секунд и доведя время выдержки до 3 минут, можно заварить 6-7 раз. Отличный выбор для самых разных ситуаций – многогранный, согревающий, расслабляющий.",https://moychay.ru/catalog/krasnyj_chaj/tanyan-ulun-hun-cha,10,95,6,,60,,80,100,,40,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Таньян Гунфу Хун Ча,red,0,2870,"Красный чай «Таньян Гунфу» из уезда Фуань провинции Фуцзянь. Весенний урожай 2023. В сухом виде: темно-коричневые листочки среднего размера, скрученные вдоль оси. Аромат интенсивный, фруктово-ягодный. Настой прозрачный, светлого каштанового оттенка. Букет готового чая теплый, яркий, древесно-ягодный, с медовыми, цитрусовыми и пряными нотками. Аромат интенсивный, сложный, фруктово-ягодный. Вкус плотный, шелковистый, сладковатый, чуть вяжущий, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 5-7 секунд и доведя время выдержки до 3 минут, можно заварить 6 раз. Отличный выбор для эмоциональной перезагрузки во второй половине дня. Снимает нервное напряжение, согревает, стимулирует творческую активность.",https://moychay.ru/catalog/krasnyj_chaj/tanyan-gunfu-hun-cha,7,95,6,,80,60,,,,60,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Лаошу Цзинь Цзюнь Мэй,red,0,7100,"В сухом виде: мелкие, тонкие, коричневые почки с рыжим пушком. Аромат интенсивный, медово-бисквитный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, древесно-ягодный, с медовыми, цветочными, бисквитными, цитрусовыми и пряными нотками. Аромат интенсивный, медово-ягодный. Вкус плотный, гладкий и сладкий, с нежной терпчинкой, цитрусовой кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча – многогранный, согревающий, расслабляющий.",https://moychay.ru/catalog/krasnyj_chaj/laoshu-tszin-tszyun-mey,10,95,7,80,80,60,,,,,,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Хуасян Цзинь Цзюнь Мэй,red,0,5890,"В сухом виде: среднего размера коричневые почки с рыжим пушком. Аромат интенсивный, ягодно-бисквитный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, древесно-ягодный, с медовыми, цветочными, бисквитными, цитрусовыми и пряными нотками. Аромат интенсивный, медово-ягодный. Вкус плотный, гладкий и сладкий, чуть терпкий, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча – яркий, многогранный, согревающий, расслабляющий.",https://moychay.ru/catalog/krasnyj_chaj/huasyan-tszin-tszyun-mey,10,95,6,80,60,,,,,60,,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Тунму Цзинь Цзюнь Мэй,red,0,13900,"В сухом виде: тонкие коричневые почки с рыжим пушком. Аромат тонкий, ягодно-бисквитный. Настой прозрачный, янтарно-желтого оттенка. Букет готового чая теплый, многогранный, пряно-ягодный, с древесными, медовыми, цветочными, бисквитными и цитрусовыми нотками. Аромат нежный, цветочно-ягодный. Вкус чистый, мягкий, шелковистый, сладковатый, с ягодной кислинкой, нюансами специй и долгим, освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7 раз. Превосходный красный чай для гурманов и искушенных любителей.",https://moychay.ru/catalog/krasnyj_chaj/tunmu-tszin-tszyun-mey,10,95,6,80,,,80,,,60,,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Лао Цун Тунму Янь Сун Сяо Чжун,red,0,7800,"«Старый куст – Малый Вид» изготовлен традиционным способом тройного копчения на сосновых углях в Тунмугуань (провинция Фуцзянь). Урожай весна 2023. В сухом виде: среднего размера, легкие, темно-коричневые листики и почки. Аромат интенсивный, копченый. Настой прозрачный, янтарно-желтого оттенка. Букет готового чая теплый, многогранный, фруктово-древесный, с копчеными, бисквитными и пряными нотками. Аромат интенсивный, фруктово-древесный с дымной ноткой. Вкус плотный, шелковистый, сладковатый, с легкой смолистой горчинкой, ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Превосходный красный чай для гурманов и искушенных любителей.",https://moychay.ru/catalog/krasnyj_chaj/lao-tsun-tunmu-yan-sun-syao-chzhun,10,95,6,60,,,,,,40,,60,,,,,,,,,,,,,,100,80,,,,,,,,,,,,,,
Пиннань Чэнь Сян Сяо Чжун (2014),red,0,7860,"В сухом виде: среднего размера, легкие, темно-коричневые листики и почки. Аромат сдержанный, древесный. Настой прозрачный, янтарно-желтого оттенка. Букет готового чая выдержанный, многогранный, фруктово-древесный, с бисквитными, дымными, осенними и пряными нотками. Аромат глубокий и теплый, фруктово-пряный. Вкус очень мягкий, шелковистый, сладковатый, с тонкой горчинкой сухих ягод, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Превосходный красный чай для гурманов и искушенных любителей.",https://moychay.ru/catalog/krasnyj_chaj/pinnan-chen-syan-syao-chzhun-2014,10,95,6,60,,,,,40,,,80,,,80,60,,,,,,,,,,,,,,,,,,,,,,,,,
Пиннань Бай Шуй Лань Хун Ча,red,0,7980,"В сухом виде: среднего размера, темно-коричневые листики и почки. Аромат сдержанный, древесно-ягодный. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, многогранный, фруктово-древесный, с медовыми, ягодными и пряными нотками. Аромат нежный, фруктово-древесный. Вкус плотный, гладкий и сладкий, с ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 8 раз. Превосходный красный чай для гурманов и искушенных любителей.",https://moychay.ru/catalog/krasnyj_chaj/pinnan-bay-shuy-lan-hun-cha,10,95,6,,60,,,,,60,,80,80,,80,,,,,,,,,,,,,,,,,,,,,,,,,,
"Красный чай ферментированный с Я Бао, Вьетнам (весна 2023)",red,0,3400,"В сухом виде: крупные, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками. Аромат интенсивный, ягодный. Настой прозрачный, красно-каштанового оттенка. Букет готового чая яркий, древесно-ягодный, с нотками прелых листьев, сухофруктов и специй. Аромат глубокий и теплый, фруктово-ягодный. Вкус плотный, немного терпкий, пряный, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 7 завариваний. Отличный выбор для эмоциональной перезагрузки – бодрящий, многогранный и очень ароматный.",https://moychay.ru/catalog/vietnamese-tea/krasnyy-chay-fermentirovannyy-s-ya-bao-vietnam-vesna-2023,5,95,6,,,,,,,60,,80,100,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,
"Грузинский красный ароматный, май 2023, batch05-04",red,100.0,2760,"В сухом виде: крупные, изогнутые жгутики бордово-коричневых чайных листочков с длинными черенками. Аромат сдержанный, пряно-травянистый с фруктовой ноткой. Настой прозрачный, светлого каштанового оттенка. Букет готового чая теплый, пряно-древесный, с фруктовыми и цветочными нотками. Аромат нежный, фруктово-цветочный. Вкус сочный, шелковистый, пряный, немного терпкий, с легкой горчинкой, фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15-20 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 8 завариваний. Воздействие согревающее, тонизирующее. В чае допустимо наличие до 10-15 % мелкой фракции листа.",https://moychay.ru/catalog/gruzinskij_chaj/gruzinskiy-krasnyy-aromatnyy-may-2023-batch05-04,5,95,6,,,,60,60,,80,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Грузинский SPECIAL красный, май 2023, batch05-02",red,74.0,2760,"В сухом виде: крупные, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками. Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, фруктово-древесный, с медовыми, пряными и цветочными нотками. Аромат нежный, фруктово-бисквитный. Вкус плотный, очень мягкий, маслянистый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15-20 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 8 завариваний. Прекрасный выбор для эмоциональной перезагрузки во второй половине дня – многогранный вкус, чарующий аромат, согревающее воздействие. В чае допустимо наличие до 10-15 % мелкой фракции листа.",https://moychay.ru/catalog/gruzinskij_chaj/gruzinskiy-special-krasnyy-may-2023-batch05-02,8,95,6,40,60,,60,80,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Грузинский красный, май 2023, batch05-01",red,100.0,2340,"В сухом виде: крупные, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками. Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, фруктово-древесный, с пряными и цветочными нотками. Аромат нежный, фруктово-цветочный. Вкус сочный, крепкий, пряный, с нюансами специй, фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15-20 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 8 завариваний. Воздействие согревающее, тонизирующее. В чае допустимо наличие до 10-15 % мелкой фракции листа.",https://moychay.ru/catalog/gruzinskij_chaj/gruzinskiy-krasnyy-may-2023-batch05-01,10,95,6,,,,60,80,80,60,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Чай народный черный, БЕЗ СЛОНА листовой",red,68.0,179,"В сухом виде: среднего размера легкие фрагменты темно-коричневых чайных листочков и черенков. Аромат сдержанный, древесный с ноткой прелых осенних листьев. Настой прозрачный, красно-каштанового оттенка. Букет готового чая теплый, пряно-древесный, с ноткой чабреца и прелых листьев. Аромат низкий, древесный. Вкус мягкий, маслянистый, сладковатый, приятно терпкий, с легкой кислинкой сухих ягод. Заваривать горячей водой (95°С) в чайнике из пористой глины. Пропорция заварки к воде: 7-8 г на 100 мл. Для первого раза настоять 30-40 секунд, далее, начиная с экспозиции в 20 секунд и доведя время до 2 минут, можно заварить еще 2-3 раза. Воздействие согревающее, мягкое тонизирующее. В чае допустимо наличие до 10-15 % мелкой фракции листа.",https://moychay.ru/catalog/gruzinskij_chaj/chay-narodnyy-chernyy-bez-slona-listovoy,30,95,7,,,,,,40,,,80,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
"Таиландский ГАБА Ассам красный чай, дикорастущие деревья. Moychay Tea Forest Project, batch04-2022 (limited 69 pieces), 357 г",red,100.0,16950,"357-граммовый блин, средней плотности, легко разбирается на бурые жгутики скрученных листьев с тонкими черенками и золотистые почки. Аромат интенсивный, фруктовый. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, фруктово-древесный с нотками ржаного хлеба, специй и цитрусов. Аромат сложный, фруктово-древесный. Вкус плотный, сочный и сладкий, шелковистый, с ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний.",https://moychay.ru/catalog/thailand-tea/tailandskiy-gaba-assam-krasnyy-chay-dikorastuschie-derevya-moychay-tea-forest-project-batch04-2022-limited-69-pieces-357-g,10,95,6,,,60,,100,,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Янтра Ассам Хун Габа, Таиланд (зима 2023)",red,92.0,1729,"В сухом виде: небольшие, темно-коричневые шарики скрученных чайных побегов. Аромат интенсивный, фруктовый с копченой ноткой. Настой прозрачный, красно-каштанового оттенка. Букет готового чая яркий, фруктово-древесный с цветочными, бисквитными и цитрусовыми нотками. Аромат теплый, фруктово-цветочный. Вкус плотный, сочный, сладковатый, чуть вяжущий, с легкой кислинкой и освежающим послевкусием. Заваривать горячей водой (92-95°С) в чайнике из пористой глины с толстыми стенками. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний.",https://moychay.ru/catalog/thailand-tea/yantra-assam-hun-gaba-tailand-zima-2023,7,95,6,40,,60,60,80,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Таиландский ГАБА Ассам красный чай, дикорастущие деревья. Moychay Tea Forest Project, batch03-2022 (limited 178 pieces), 357 г",red,88.0,15350,"В сухом виде: спрессованные крупные, изогнутые, бордово-коричневые жгутики скрученных листиков с тонкими черенками, серебристо-бежевые почки. Аромат интенсивный, медово-цветочный. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, медово-цветочный, с нотками игристых вин, осенних листьев, свежих ягод, мяты и специй. Аромат теплый, нежный, медово-цветочный. Вкус плотный, шелковистый, сладковатый, с ягодной кислинкой, нюансами специй и освежающим послевкусием Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 10 завариваний. Превосходный чай для искушенных любителей с многогранным вкусом и мощным медитативным воздействием.",https://moychay.ru/catalog/thailand-tea/tailandskiy-gaba-assam-krasnyy-chay-dikorastuschie-derevya-moychay-tea-forest-project-batch03-2022-limited-178-pieces-357-g,3,95,6,,80,,80,,,80,,,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Таиландский ГАБА Ассам красный чай, дикорастущие деревья. Moychay Tea Forest Project, batch02-2022 (limited 180 pieces), 357 г",red,96.0,15350,"В сухом виде: спрессованные крупные, изогнутые, бордово-коричневые жгутики скрученных листиков с тонкими черенками, бежевые и рыжие почки. Аромат интенсивный, фруктово-цветочный. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, фруктово-цветочный, с нотками осенних листьев, свежих ягод, лугового меда, игристых вин и пряных трав. Аромат теплый, нежный, фруктово-цветочный. Вкус плотный, шелковистый, сладковатый, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 10 завариваний. Превосходный чай для искушенных любителей с многогранным вкусом и мощным медитативным воздействием.",https://moychay.ru/catalog/thailand-tea/tailandskiy-gaba-assam-krasnyy-chay-dikorastuschie-derevya-moychay-tea-forest-project-batch02-2022-limited-180-pieces-357-g,3,95,6,,80,,80,,80,,,,,,100,60,,,,,,,,,,,,,,,,,,,,,,,,,
"Таиландский ГАБА Ассам красный чай, дикорастущие деревья. Moychay Tea Forest Project, batch01-2022 (limited 42 pieces), 357 г",red,92.0,15350,"В сухом виде: спрессованные крупные, изогнутые, бордово-коричневые жгутики скрученных листиков с тонкими черенками, бежевые и рыжие почки. Аромат интенсивный, фруктово-медовый. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, пряно-цветочный, с нотками осенних листьев, свежих ягод, игристых вин, сухофруктов и меда. Аромат теплый, нежный, пряно-цветочный. Вкус плотный, шелковистый, сладковатый, с ягодной кислинкой, нюансами специй и освежающим послевкусием Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 10 завариваний. Превосходный чай для искушенных любителей с многогранным вкусом и мощным медитативным воздействием.",https://moychay.ru/catalog/thailand-tea/tailandskiy-gaba-assam-krasnyy-chay-dikorastuschie-derevya-moychay-tea-forest-project-batch01-2022-limited-42-pieces-357-g,3,95,6,,80,,80,,80,,,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,
Сяо Чжун Улун,red,90.0,690,"Красный чай «Сяо Чжун» из чайного региона Уишань. В качестве сырья использованы осенние побеги сорта Улун. В сухом виде: среднего размера, тонкие, темно-коричневые жгутики чайных листьев. Аромат интенсивный, фруктово-пряный. Настой прозрачный, красно-каштанового оттенка. Букет готового чая теплый и яркий, фруктово-пряный, с бисквитными, медовыми и цитрусовыми нотками. Аромат густой и глубокий, фруктово-пряный; холодный аромат – сладкий, фруктово-цветочный. Вкус сочный, плотный, шелковистый, чуть вяжущий, сладковатый, с легкой фруктовой кислинкой. Сочное, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 8 завариваний. Прекрасный выбор для эмоциональной перезагрузки во второй половине дня – яркий, сочный, ароматный. Воздействие согревающее, умеренно тонизирующее, в невысокой концентрации – расслабляющее.",https://moychay.ru/catalog/krasnyj_chaj/syao-chzhun-ulun,2,95,5,60,40,60,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Хэлань Сяо Чжун,red,92.0,1297,"Красный чай «Сяо Чжун» из чайного хозяйства Хэлань (чайный район Уишань, провинция Фуцзянь). В сухом виде: среднего размера, тонкие, темно-коричневые жгутики чайных листьев. Аромат интенсивный, фруктово-пряный с шоколадной ноткой. Настой прозрачный, янтарного оттенка. Букет готового чая теплый и яркий, пряный, с нотками черноплодной рябины, горького шоколада, медового бисквита и сухофруктов. Аромат теплый, густой и глубокий. Вкус сочный, плотный, бархатистый, чуть вяжущий, сладковатый, с легкой фруктовой кислинкой. Сочное, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 9 завариваний. Прекрасный выбор для эмоциональной перезагрузки во второй половине дня – яркий, многогранный и очень ароматный. Воздействие согревающее, умеренно тонизирующее, в невысокой концентрации – расслабляющее.",https://moychay.ru/catalog/krasnyj_chaj/helan-syao-chzhun,2,95,5,60,,,,80,60,,,,60,,,,,,,,,,,60,,,,,,,,,,,,,,,,,
"Чжэн Шань Сяо Чжун ""511"", (""Лапсанг Сушонг"")",red,86.0,1350,"Один из старейших сортов красного чая. Особенностью его изготовления является длительный прогрев на сосновых углях, во время которого чай пропитывается смолистым, дымным ароматом. Впервые этот чай был сделан в районе Тунмугуань (район Уишань, провинция Фуцзянь), где и получил свое первое название «Лао Сун Сяо Чжун», «Старая Сосна – Редкий Сорт». Именно он пришелся особенно по вкусу европейцам, что в конечном итоге определило общее направление развития чайного дела в Юго-восточном Китае. Но в Европе этот сорт стал известен под именем «Лапсан Сушонг» (английская транслитерация ""Lapsang Souchong""): так англичане слышат китайское ""Lao Song Xiao Zhong"". ""511"" урожая 2021 г. изготовлен на территории природного заповедника Тунмугуань из осенних побегов аутентичного чайного куста Сяо Чжун. В сухом виде – тонкие, изящные жгутики черно-коричневых листиков. Аромат теплый, пряно-ягодный. Настой прозрачный, каштанового оттенка. Букет готового чая яркий, теплый, древесно-ягодный с нотками имбирного печенья и хвои можжевельника. Вкус сочный, достаточно тонкий, шелковистый, приятно-вяжущий, сладковатый, с легкой кислинкой. Аромат интенсивный, теплый, бисквитно-ягодный. Сочное, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пурпурной глины для красных чаев или в гайвани. Пропорция сухого чая к воде: 5 гр. на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9 заварок. Отличный выбор для сырой и холодной погоды, минорных состояний и бесконечных зимних вечеров – яркий, эмоциональный, согревающий.",https://moychay.ru/catalog/krasnyj_chaj/chzhen-shan-syao-chzhun-511-lapsang-sushong,5,95,5,60,,,,,40,,,60,60,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
"Янь Сун Сяо Чжун (""Лапсанг Сушонг"")",red,90.0,4980,"Один из старейших сортов красного чая. Особенностью его изготовления является длительное копчение на сосновых углях, ароматом которых пропитывается чайный лист. За этот аромат чай и получил свое название «Лао Сун Сяо Чжун» («Старая Сосна – Редкий Сорт»). Впервые этот чай был сделан в районе Тунмугуань (район Уишань, провинция Фуцзянь). Именно он пришелся особенно по вкусу европейцам, что в конечном итоге определило общее направление развития чайного дела XVIII-XIX веках. Но в Европе этот сорт стал известен под именем «Лапсан Сушонг» (английская транслитерация ""Lapsang Souchong""): так англичане слышат китайское ""Lao Song Xiao Zhong"". «Янь Сюнь» («Копченый») изготовлен в заповеднике Тунмугуань. В сухом виде – тонкие, изящные жгутики черно-коричневых листиков. Аромат интенсивный, смолисто-копченый. Настой прозрачный, очень светлого орехового оттенка. Букет готового чая яркий, теплый, смолисто-копченый с нотками чернослива, бисквита и специй. Вкус тонкий и сочный, скользящий, объемный, с легкой кислинкой. Аромат интенсивный, дымно-хвойный. Долгое, запоминающееся послевкусие. Заваривать кипятком 95-100°С в чайнике из пурпурной глины для красных чаев или в гайвани. Пропорция сухого чая к воде: 5 гр. на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 заварок. Великолепный церемониальный чай для холодного времени года, торжественного случая или особого, чайного настроения – с оригинальным вкусом и глубоким, согревающим воздействием.",https://moychay.ru/catalog/krasnyj_chaj/yan-sun-syao-chzhun-lapsang-sushong,6,95,5,40,,,,,20,,,,,,,,,,,,,,,,,100,,,,,,,,,60,,,,,80,
